Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Somatic_Tissue_Tin_Weight_g,Tin_Dry_Somatic_Tissue_g,Dry_Somatic_Tissue_g,Ash_Tin_Somatic_Dry_Weight_g,Ash_Inorganic_ Somatic_Weight_g,Adductor_Tin_Weight_g,Tin_Dry_Adductor_Tissue_g,Dry_Adductor_Tissue_g,Ash_Tin_Aductor_Dry_Weight_g,Ash_Inorganic_ Adductor_Weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,Total_ash_weight_g,TotalAFDW_g,notes
10/26/2021,7.5,C,7.5_C,5.8,NA,4C12,0.4114,0.423,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C11,0.4139,0.4155,0.0016,NA,NA,NA,NA,NA,NA,0.0132,NA,NA,NA,0.4256,,0.0015,used for dry weights and condition only
10/26/2021,7.5,C,7.5_C,7.04,NA,4B6,0.4079,0.4325,0.0246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B5,0.4144,0.4164,0.002,NA,NA,NA,NA,NA,NA,0.0266,NA,NA,NA,0.4379,,0.0031,used for dry weights and condition only
10/26/2021,7.5,C,7.5_C,7.25,NA,4B8,0.4144,0.4393,0.0249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B7,0.4097,0.4124,0.0027,NA,NA,NA,NA,NA,NA,0.0276,NA,NA,NA,0.4358,,0.0015,used for dry weights and condition only
10/26/2021,7.5,C,7.5_C,7.98,NA,4B10,0.4153,0.449,0.0337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B9,0.4161,0.4202,0.0041,NA,NA,NA,NA,NA,NA,0.0378,NA,NA,NA,0.449,,0.0049,used for dry weights and condition only
10/26/2021,7.5,C,7.5_C,5.95,NA,4B12,0.4114,0.4277,0.0163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B11,0.4179,0.4189,0.001,NA,NA,NA,NA,NA,NA,0.0173,NA,NA,NA,0.4342,,0.001,used for dry weights and condition only
10/26/2021,7.5,C,7.5_C,5.97,NA,4C2,0.4134,0.4269,0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C1,0.4151,0.4172,0.0021,NA,NA,NA,NA,NA,NA,0.0156,NA,NA,NA,0.4287,,0.002,used for dry weights and condition only
10/26/2021,7.5,C,7.5_C,7.4,NA,NA,0.4058,0.433,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4154,0.4184,0.003,NA,NA,NA,NA,NA,NA,0.0302,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,7.5,C,7.5_C,9.55,NA,NA,0.4109,0.4686,0.0577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418,0.4255,0.0075,NA,NA,NA,NA,NA,NA,0.0652,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,7.5,C,7.5_C,9.71,NA,NA,0.4107,0.4729,0.0622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4097,0.4164,0.0067,NA,NA,NA,NA,NA,NA,0.0689,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,7.5,D,7.5_D,4.6,NA,4A12,0.4098,0.4139,0.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A11,0.4208,0.4219,0.0011,NA,NA,NA,NA,NA,NA,0.0052,NA,NA,NA,0.432,,-0.006,"used for dry weights and condition only, shell fell apart likley underestimted"
10/26/2021,7.5,D,7.5_D,8.55,NA,4B2,0.4096,0.4556,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B1,0.4201,0.4244,0.0043,NA,NA,NA,NA,NA,NA,0.0503,NA,NA,NA,0.6246,,-0.1542,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,8.1,NA,4B4,0.4114,0.4459,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B3,0.4179,0.4223,0.0044,NA,NA,NA,NA,NA,NA,0.0389,NA,NA,NA,0.4526,,0.0042,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,5.43,NA,4B6,0.4093,0.4209,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B5,0.4193,0.4204,0.0011,NA,NA,NA,NA,NA,NA,0.0127,NA,NA,NA,0.4297,,0.0023,"used for dry weights and condition only, shell fell apart likley underestimted"
10/26/2021,7.5,D,7.5_D,8.8,NA,4B8,0.4107,0.4528,0.0421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B7,0.4135,0.419,0.0055,NA,NA,NA,NA,NA,NA,0.0476,NA,NA,NA,0.4564,,0.0047,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,7.64,NA,4A2,0.4162,0.4481,0.0319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A1,0.4075,0.4112,0.0037,NA,NA,NA,NA,NA,NA,0.0356,NA,NA,NA,0.4402,,0.0029,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,6.17,NA,4A4,0.4135,0.4292,0.0157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A3,0.4124,0.414,0.0016,NA,NA,NA,NA,NA,NA,0.0173,NA,NA,NA,0.428,,0.0017,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,6.79,NA,4A6,0.4168,0.4407,0.0239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A5,0.4104,0.4129,0.0025,NA,NA,NA,NA,NA,NA,0.0264,NA,NA,NA,0.4345,,0.0023,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,7.98,NA,4A8,0.4126,0.4472,0.0346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A7,0.4113,0.4149,0.0036,NA,NA,NA,NA,NA,NA,0.0382,NA,NA,NA,0.4458,,0.0037,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,6.75,NA,4A10,0.4102,0.4288,0.0186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A9,0.4154,0.4177,0.0023,NA,NA,NA,NA,NA,NA,0.0209,NA,NA,NA,0.4342,,0.0021,used for dry weights and condition only
10/26/2021,7.5,D,7.5_D,7.42,NA,NA,0.417,0.4445,0.0275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4126,0.415,0.0024,NA,NA,NA,NA,NA,NA,0.0299,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,7.5,D,7.5_D,8.89,NA,NA,0.4112,0.4531,0.0419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4149,0.4202,0.0053,NA,NA,NA,NA,NA,NA,0.0472,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,A,8_A,13.28,NA,NA,0.4112,0.5637,0.1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4072,0.4191,0.0119,NA,NA,NA,NA,NA,NA,0.1644,NA,NA,NA,0.5596,,0.012,used for dry weights and condition only
10/26/2021,8,A,8_A,9.47,NA,NA,0.4139,0.4746,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4114,0.4166,0.0052,NA,NA,NA,NA,NA,NA,0.0659,NA,NA,NA,0.472,,0.0053,used for dry weights and condition only
10/26/2021,8,A,8_A,13.01,NA,NA,0.41,0.5543,0.1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4106,0.4209,0.0103,NA,NA,NA,NA,NA,NA,0.1546,NA,NA,NA,0.5543,,0.0109,used for dry weights and condition only
10/26/2021,8,A,8_A,9.85,NA,NA,0.416,0.4839,0.0679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4075,0.4136,0.0061,NA,NA,NA,NA,NA,NA,0.074,NA,NA,NA,0.4757,,0.0058,used for dry weights and condition only
10/26/2021,8,A,8_A,12.64,NA,NA,0.4125,0.5326,0.1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4115,0.4242,0.0127,NA,NA,NA,NA,NA,NA,0.1328,NA,NA,NA,0.5328,,0.0115,used for dry weights and condition only
10/26/2021,8,A,8_A,11.76,NA,NA,0.4094,0.516,0.1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407,0.4173,0.0103,NA,NA,NA,NA,NA,NA,0.1169,NA,NA,NA,0.5156,,0.0083,used for dry weights and condition only
10/26/2021,8,A,8_A,7.45,NA,NA,0.411,0.4371,0.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4086,0.4111,0.0025,NA,NA,NA,NA,NA,NA,0.0286,NA,NA,NA,0.435,,0.0022,used for dry weights and condition only
10/26/2021,8,A,8_A,6.92,NA,NA,0.4082,0.4338,0.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4089,0.4113,0.0024,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,0.4351,,0.0018,used for dry weights and condition only
10/26/2021,8,A,8_A,9.99,NA,6A2,0.4188,0.4868,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A1,0.4162,0.4227,0.0065,NA,NA,NA,NA,NA,NA,0.0745,NA,NA,NA,0.4855,,0.0052,used for dry weights and condition only
10/26/2021,8,A,8_A,7.19,NA,6A4,0.4233,0.4482,0.0249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A3,0.4155,0.41779,0.00229,NA,NA,NA,NA,NA,NA,0.02719,NA,NA,NA,0.4403,,0.00239,used for dry weights and condition only
10/26/2021,8,A,8_A,4.39,NA,6A6,0.4161,0.4215,0.0054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A5,0.4076,0.4081,0.0005,NA,NA,NA,NA,NA,NA,0.0059,NA,NA,NA,0.412,,0.0015,used for dry weights and condition only
10/26/2021,8,A,8_A,12.61,NA,NA,0.4106,0.5517,0.1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4128,0.4259,0.0131,NA,NA,NA,NA,NA,NA,0.1542,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,A,8_A,14.31,NA,NA,0.4188,0.5912,0.1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4115,0.4275,0.016,NA,NA,NA,NA,NA,NA,0.1884,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,B,8_B,13.21,NA,6A8,0.4113,0.5631,0.1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A7,0.41,0.4257,0.0157,NA,NA,NA,NA,NA,NA,0.1675,NA,NA,NA,0.5691,,0.0084,used for dry weights and condition only
10/26/2021,8,B,8_B,9.19,NA,6A10,0.4126,0.4568,0.0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A9,0.4102,0.4142,0.004,NA,NA,NA,NA,NA,NA,0.0482,NA,NA,NA,0.4559,,0.0025,used for dry weights and condition only
10/26/2021,8,B,8_B,8.56,NA,6A12,0.4104,0.4578,0.0474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A11,0.4162,0.4212,0.005,NA,NA,NA,NA,NA,NA,0.0524,NA,NA,NA,0.4652,,0.0034,used for dry weights and condition only
10/26/2021,8,B,8_B,5.86,NA,6B4,0.4129,0.4245,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6B3,0.4151,0.4159,0.0008,NA,NA,NA,NA,NA,NA,0.0124,NA,NA,NA,0.4275,,0,used for dry weights and condition only
10/26/2021,8,B,8_B,5.77,NA,6B6,0.4123,0.4239,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6B5,0.4114,0.4121,0.0007,NA,NA,NA,NA,NA,NA,0.0123,NA,NA,NA,0.4227,,0.001,used for dry weights and condition only
10/26/2021,8,B,8_B,6.04,NA,6B8,0.4171,0.4235,0.0064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6B7,0.4101,0.4113,0.0012,NA,NA,NA,NA,NA,NA,0.0076,NA,NA,NA,0.4216,,-0.0039,used for dry weights and condition only
10/26/2021,8,B,8_B,11.08,NA,6B10,0.4195,0.5112,0.0917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6B9,0.419,0.4276,0.0086,NA,NA,NA,NA,NA,NA,0.1003,NA,NA,NA,0.5142,,0.0051,used for dry weights and condition only
10/26/2021,8,B,8_B,5.73,NA,6B12,0.4163,0.4285,0.0122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6B11,0.4188,0.4203,0.0015,NA,NA,NA,NA,NA,NA,0.0137,NA,NA,NA,0.431,,0.0015,used for dry weights and condition only
10/26/2021,8,B,8_B,8.68,NA,6C2,0.4137,0.4521,0.0384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6C1,0.414,0.4179,0.0039,NA,NA,NA,NA,NA,NA,0.0423,NA,NA,NA,0.4536,,0.0027,used for dry weights and condition only
10/26/2021,8,B,8_B,12.5,NA,6B2,0.4107,0.5398,0.1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6B1,0.4186,0.433,0.0144,NA,NA,NA,NA,NA,NA,0.1435,NA,NA,NA,0.5527,,0.0094,used for dry weights and condition only
10/26/2021,8,B,8_B,8.94,NA,NA,0.409,0.4571,0.0481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4168,0.4237,0.0069,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,B,8_B,11.61,NA,NA,0.4108,0.4954,0.0846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4108,0.424,0.0132,NA,NA,NA,NA,NA,NA,0.0978,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,C,8_C,14.7,NA,6C4,0.4114,0.5822,0.1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6C3,0.414,0.4337,0.0197,NA,NA,NA,NA,NA,NA,0.1905,NA,NA,NA,0.591,,0.0135,used for dry weights and condition only
10/26/2021,8,C,8_C,13.42,NA,6C6,0.4089,0.5808,0.1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6C5,0.4156,0.4331,0.0175,NA,NA,NA,NA,NA,NA,0.1894,NA,NA,NA,0.5844,,0.0206,used for dry weights and condition only
10/26/2021,8,C,8_C,11.69,NA,6C8,0.4153,0.5229,0.1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6C7,0.4187,0.4301,0.0114,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,0.5352,,0.0025,used for dry weights and condition only
10/26/2021,8,C,8_C,4.59,NA,6C10,0.4156,0.4224,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6C9,0.4158,0.4165,0.0007,NA,NA,NA,NA,NA,NA,0.0075,NA,NA,NA,0.422,,0.0013,used for dry weights and condition only
10/26/2021,8,C,8_C,14.07,NA,NA,0.4196,0.5996,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4132,0.4326,0.0194,NA,NA,NA,NA,NA,NA,0.1994,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,C,8_C,12.53,NA,NA,0.4095,0.5424,0.1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4219,0.4362,0.0143,NA,NA,NA,NA,NA,NA,0.1472,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,D,8_D,11.66,NA,5C8,0.42,0.524,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C7,0.4174,0.4293,0.0119,NA,NA,NA,NA,NA,NA,0.1159,NA,NA,NA,0.5241,,0.0092,used for dry weights and condition only
10/26/2021,8,D,8_D,11.75,NA,5C10,0.4192,0.5272,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C9,0.4159,0.4281,0.0122,NA,NA,NA,NA,NA,NA,0.1202,NA,NA,NA,0.5258,,0.0103,used for dry weights and condition only
10/26/2021,8,D,8_D,8.84,NA,5C12,0.418,0.4612,0.0432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C11,0.4217,0.4259,0.0042,NA,NA,NA,NA,NA,NA,0.0474,NA,NA,NA,0.4652,,0.0039,used for dry weights and condition only
10/26/2021,8,D,8_D,8.05,NA,5B2,0.4126,0.4507,0.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B1,0.4078,0.4113,0.0035,NA,NA,NA,NA,NA,NA,0.0416,NA,NA,NA,0.4459,,0.0035,used for dry weights and condition only
10/26/2021,8,D,8_D,7.76,NA,5B4,0.4107,0.4404,0.0297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B3,0.4157,0.416,0.0003,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.4442,,0.0015,no tissue?
10/26/2021,8,D,8_D,7.75,NA,5A10,0.4147,0.4445,0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A9,0.4129,0.4159,0.003,NA,NA,NA,NA,NA,NA,0.0328,NA,NA,NA,0.4426,,0.0031,used for dry weights and condition only
10/26/2021,8,D,8_D,7.02,NA,5A12,0.4135,0.4366,0.0231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A11,0.4154,0.4175,0.0021,NA,NA,NA,NA,NA,NA,0.0252,NA,NA,NA,0.4379,,0.0027,used for dry weights and condition only
10/26/2021,8,D,8_D,7.13,NA,5C2,0.4116,0.4347,0.0231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C1,0.4113,0.4134,0.0021,NA,NA,NA,NA,NA,NA,0.0252,NA,NA,NA,0.4342,,0.0023,used for dry weights and condition only
10/26/2021,8,D,8_D,7.52,NA,5C4,0.4187,0.428,0.0093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C3,0.4214,0.422,0.0006,NA,NA,NA,NA,NA,NA,0.0099,NA,NA,NA,0.4307,,0.0006,used for dry weights and condition only
10/26/2021,8,D,8_D,4.49,NA,5C6,0.4222,0.428,0.0058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C5,0.4195,0.4203,0.0008,NA,NA,NA,NA,NA,NA,0.0066,NA,NA,NA,0.4256,,0.0005,used for dry weights and condition only
10/26/2021,8,D,8_D,8.65,NA,NA,0.4136,0.4575,0.0439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4118,0.4156,0.0038,NA,NA,NA,NA,NA,NA,0.0477,NA,NA,NA,NA,,NA,scallops used for RR and CR
10/26/2021,8,D,8_D,11.4,NA,NA,0.4137,0.5085,0.0948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4135,0.4235,0.01,NA,NA,NA,NA,NA,NA,0.1048,NA,NA,NA,NA,,NA,scallops used for RR and CR
12/2/2021,7.5,A,7.5_A,21.7,41,5A5,1.2718,1.8687,0.5969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A5,0.4127,0.4931,0.0804,NA,NA,NA,NA,NA,NA,0.6773,NA,NA,NA,1.0248,,0.0652,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,21.3,42,5A6,1.2524,1.7901,0.5377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A6,0.4173,0.4981,0.0808,NA,NA,NA,NA,NA,NA,0.6185,NA,NA,NA,0.9656,,0.0702,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,19.1,43,5A7,1.2843,1.6764,0.3921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A7,0.4174,0.4727,0.0553,NA,NA,NA,NA,NA,NA,0.4474,NA,NA,NA,0.8196,,0.0452,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,12.2,44,5A8,1.2848,1.3967,0.1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A8,0.4119,0.4252,0.0133,NA,NA,NA,NA,NA,NA,0.1252,NA,NA,NA,0.524,,0.0131,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,12.9,45,5A9,1.2706,1.3683,0.0977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A9,0.417,0.4316,0.0146,NA,NA,NA,NA,NA,NA,0.1123,NA,NA,NA,0.517,,0.0123,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,11.9,46,5A10,1.282,1.3792,0.0972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A10,0.416,0.4293,0.0133,NA,NA,NA,NA,NA,NA,0.1105,NA,NA,NA,0.5146,,0.0119,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,11.9,47,5A11,1.2697,1.3624,0.0927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A11,0.4125,0.4265,0.014,NA,NA,NA,NA,NA,NA,0.1067,NA,NA,NA,0.5068,,0.0124,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,5.7,48,5A12,1.28,1.28,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A12,0.42,0.42,0,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,0.43,,0,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,5.7,49,5B1,1.2515,1.26,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B1,0.4148,0.4159,0.0011,NA,NA,NA,NA,NA,NA,0.0096,NA,NA,NA,0.4231,,0.0013,used for dry weights and condition only
12/2/2021,7.5,A,7.5_A,5.6,50,5B2,1.2535,1.2605,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B2,0.4126,0.4143,0.0017,NA,NA,NA,NA,NA,NA,0.0087,NA,NA,NA,0.4201,,0.0012,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,19.9,63,5C3,1.2687,1.7073,0.4386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C3,0.4116,0.4725,0.0609,NA,NA,NA,NA,NA,NA,0.4995,NA,NA,NA,0.8589,,0.0522,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,19.7,64,5C4,1.2883,1.783,0.4947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C4,0.4073,0.4677,0.0604,NA,NA,NA,NA,NA,NA,0.5551,NA,NA,NA,0.9099,,0.0525,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,11.3,65,5C5,1.273,1.361,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C5,0.4103,0.423,0.0127,NA,NA,NA,NA,NA,NA,0.1007,NA,NA,NA,0.5007,,0.0103,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,13,66,5C6,1.2778,1.4138,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C6,0.4149,0.4306,0.0157,NA,NA,NA,NA,NA,NA,0.1517,NA,NA,NA,0.5538,,0.0128,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,11.3,67,5C7,1.2646,1.3642,0.0996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C7,0.4176,0.4297,0.0121,NA,NA,NA,NA,NA,NA,0.1117,NA,NA,NA,0.518,,0.0113,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,11.3,68,5C8,1.2668,1.3404,0.0736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C8,0.4175,0.427,0.0095,NA,NA,NA,NA,NA,NA,0.0831,NA,NA,NA,0.4928,,0.0078,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,5.5,69,5C9,1.2638,1.2716,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C9,0.4164,0.4168,0.0004,NA,NA,NA,NA,NA,NA,0.0082,NA,NA,NA,0.4242,,0.0004,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,5.5,70,5C10,1.2725,1.2833,0.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C10,0.4146,0.4154,0.0008,NA,NA,NA,NA,NA,NA,0.0116,NA,NA,NA,0.4253,,0.0009,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,5.5,71,5C11,1.2659,1.276,0.0101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C11,0.4123,0.4133,0.001,NA,NA,NA,NA,NA,NA,0.0111,NA,NA,NA,NA,,NA,error - dropped
12/2/2021,7.5,B,7.5_B,16.8,72,5C12,1.2658,1.532,0.2662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C12,0.4156,0.4485,0.0329,NA,NA,NA,NA,NA,NA,0.2991,NA,NA,NA,NA,,NA,error - dropped
12/2/2021,7.5,C,7.5_C,23,12,4A12,1.1779,1.8194,0.6415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A12,0.4171,0.5027,0.0856,NA,NA,NA,NA,NA,NA,0.7271,NA,NA,NA,1.0745,,0.0697,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,22.1,15,4B3,1.1979,1.7228,0.5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B3,0.4172,0.4993,0.0821,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,0.9557,,0.0685,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,18.5,20,4B8,1.1805,1.5406,0.3601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B8,0.4078,0.451,0.0432,NA,NA,NA,NA,NA,NA,0.4033,NA,NA,NA,0.7713,,0.0398,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,12.8,21,4B9,1.1834,1.2973,0.1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B9,0.4111,0.427,0.0159,NA,NA,NA,NA,NA,NA,0.1298,NA,NA,NA,0.5274,,0.0135,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,11.8,25,4C1,1.1838,1.2749,0.0911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C1,0.4151,0.4282,0.0131,NA,NA,NA,NA,NA,NA,0.1042,NA,NA,NA,0.5082,,0.0111,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,12,26,4C2,1.1727,1.2725,0.0998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C2,0.4173,0.4308,0.0135,NA,NA,NA,NA,NA,NA,0.1133,NA,NA,NA,0.5208,,0.0098,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,10.4,27,4C3,1.1663,1.228,0.0617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C3,0.4165,0.4265,0.01,NA,NA,NA,NA,NA,NA,0.0717,NA,NA,NA,0.4795,,0.0087,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,5.4,28,4C4,1.1816,1.1903,0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C4,0.4152,0.4161,0.0009,NA,NA,NA,NA,NA,NA,0.0096,NA,NA,NA,0.4246,,0.0002,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,5.7,29,4C5,1.2709,1.2808,0.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C5,0.4174,0.4194,0.002,NA,NA,NA,NA,NA,NA,0.0119,NA,NA,NA,0.4282,,0.0011,used for dry weights and condition only
