Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Ash_Shell_Tin_Weight_g,Ash_Inorganic_Shell_g,Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_g,Ash_Somatic_Tissue_Tin_Weight_g,Ash_Inorganic_ Somatic_Tissue_g,Adductor_Tin_Weight_g,Dry_Adductor_Tissue_Tin_Weight_g,Dry_Adductor_Tissue_g,Ash_Adductor_Tissue_Tin_Weight_g,Ash_Inorganic_ Adductor_Tissue_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Ash_Gonad_Tissue_Tin_Weight_g,Ash_Inorganic_Gonad_Tissue_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_g,Total_Dry_Tissue_g,Ash_Tissue_Tin_Weight_g,Inorganic_Tissue_g,Total_Inorganic_Tissue_g,Tissue_AFDW_g,Total_Inorganic_Weight_g,Total_AFDW_g,Whole_animal_dry_weight_g,notes
2/2/2022,7.5,G,7.5_G,13.65,98,98,1.2513,1.4525,0.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0.4126,0.4452,0.0326,0.0326,0.5996,NA,NA,NA,0.187,0.0468,0.2338,used for dry weights and condition only
2/2/2022,7.5,G,7.5_G,14,110,110,1.2502,1.423,0.1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0.4102,0.4464,0.0362,0.0362,0.5884,NA,NA,NA,0.1782,0.0308,0.209,scallops used for RR and CR
2/2/2022,7.5,H,7.5_H,14.6,87,87,1.2937,1.4972,0.2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.4138,0.4457,0.0319,0.0319,0.62,NA,NA,NA,0.2062,0.0292,0.2354,"used for dry weights and condition only, hemolymph extraction attempted"
2/2/2022,7.5,H,7.5_H,13.6,111,111,1.2639,1.4369,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,0.4121,0.4445,0.0324,0.0324,0.5888,NA,NA,NA,0.1767,0.0287,0.2054,scallops used for RR and CR
2/2/2022,8,A,8_A,14.35,84,84,1.2599,1.4786,0.2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,0.4141,0.4476,0.0335,0.0335,0.619,NA,NA,NA,0.2049,0.0473,0.2522,scallops used for RR and CR
2/2/2022,8,A,8_A,13.5,100,100,1.2872,1.4447,0.1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.4099,0.4407,0.0308,0.0308,0.5872,NA,NA,NA,0.1773,0.011,0.1883,used for dry weights and condition only
2/2/2022,8,B,8_B,13.8,85,85,1.2857,1.4943,0.2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.4145,0.448,0.0335,0.0335,0.6286,NA,NA,NA,0.2141,0.028,0.2421,scallops used for RR and CR
2/2/2022,8,B,8_B,14.4,102,102,1.2755,1.4849,0.2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0.4108,0.4354,0.0246,0.0246,0.608,NA,NA,NA,0.1972,0.0368,0.234,used for dry weights and condition only
2/2/2022,8,C,8_C,14.4,86,86,1.2563,1.4615,0.2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.4095,0.443,0.0335,0.0335,0.6212,NA,NA,NA,0.2117,0.027,0.2387,scallops used for RR and CR
2/2/2022,8,C,8_C,14.8,109,109,1.2827,1.5155,0.2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,0.411,0.4507,0.0397,0.0397,0.6488,NA,NA,NA,0.2378,0.0347,0.2725,scallops used for RR and CR
2/2/2022,8,D,8_D,14,91,91,1.2648,1.472,0.2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0.4101,0.4455,0.0354,0.0354,0.6197,NA,NA,NA,0.2096,0.033,0.2426,scallops used for RR and CR
2/2/2022,8,D,8_D,14.3,101,101,1.2705,1.4606,0.1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,0.4074,0.4409,0.0335,0.0335,0.5932,NA,NA,NA,0.1858,0.0378,0.2236,used for dry weights and condition only
2/2/2022,8,E,8_E,14.8,92,92,1.2783,1.5155,0.2372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,0.4129,0.4511,0.0382,0.0382,0.6533,NA,NA,NA,0.2404,0.035,0.2754,scallops used for RR and CR
2/2/2022,8,E,8_E,13.7,103,103,1.2746,1.4399,0.1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,0.4141,0.4427,0.0286,0.0286,0.5896,NA,NA,NA,0.1755,0.0184,0.1939,used for dry weights and condition only
2/2/2022,8,F,8_F,14.2,93,93,1.2638,1.4582,0.1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,0.4158,0.4513,0.0355,0.0355,0.6148,NA,NA,NA,0.199,0.0309,0.2299,scallops used for RR and CR
2/2/2022,8,F,8_F,13.2,106,106,1.2712,1.4527,0.1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,0.4146,0.4465,0.0319,0.0319,0.6053,NA,NA,NA,0.1907,0.0227,0.2134,"used for dry weights and condition only, hemolymph extraction attempted"
2/2/2022,8,G,8_G,14.1,105,105,1.28,1.4589,0.1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,0.4142,0.4469,0.0327,0.0327,0.6075,NA,NA,NA,0.1933,0.0183,0.2116,used for dry weights and condition only
2/2/2022,8,G,8_G,14,107,107,1.2865,1.4379,0.1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,0.4162,0.4485,0.0323,0.0323,0.5829,NA,NA,NA,0.1667,0.017,0.1837,scallops used for RR and CR
2/2/2022,8,H,8_H,14.1,104,104,1.2718,1.4827,0.2109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,0.4096,0.4435,0.0339,0.0339,0.6156,NA,NA,NA,0.206,0.0388,0.2448,used for dry weights and condition only
2/2/2022,8,H,8_H,14,108,108,1.281,1.4816,0.2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,0.4127,0.4472,0.0345,0.0345,0.638,NA,NA,NA,0.2253,0.0098,0.2351,scallops used for RR and CR
3/2/2022,7.5,A,7.5_A,23.8,130,130,1.2542,2.2558,1.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,0.4095,0.6208,0.2113,0.2113,1.453,NA,NA,NA,1.0435,0.1694,1.2129,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,A,7.5_A,22.2,147,147,1.2833,2.1205,0.8372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,0.41,0.5863,0.1763,0.1763,1.258,NA,NA,NA,0.848,0.1655,1.0135,scallops used for RR and BD
3/2/2022,7.5,B,7.5_B,21.9,123,123,1.2511,2.0494,0.7983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,0.4162,0.5684,0.1522,0.1522,1.2442,NA,NA,NA,0.828,0.1225,0.9505,"scallops used for RR - first run of 7.5 B, not used for BD"
3/2/2022,7.5,B,7.5_B,21.35,148,148,1.2529,2.0331,0.7802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,0.4129,0.5565,0.1436,0.1436,1.204,NA,NA,NA,0.7911,0.1327,0.9238,scallops used for RR and BD
3/2/2022,7.5,C,7.5_C,23.75,149,149,1.2466,2.2493,1.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,0.4141,0.5862,0.1721,0.1721,1.4329,NA,NA,NA,1.0188,0.156,1.1748,scallops used for RR and BD
3/2/2022,7.5,D,7.5_D,22.9,129,129,1.2543,2.176,0.9217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,0.4121,0.5929,0.1808,0.1808,1.3649,NA,NA,NA,0.9528,0.1497,1.1025,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,D,7.5_D,22.4,150,150,1.2586,2.201,0.9424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0.4099,0.6067,0.1968,0.1968,1.3679,NA,NA,NA,0.958,0.1812,1.1392,scallops used for RR and BD
3/2/2022,7.5,E,7.5_E,23,133,133,1.2931,2.2974,1.0043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,0.4137,0.6221,0.2084,0.2084,1.4689,NA,NA,NA,1.0552,0.1575,1.2127,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,E,7.5_E,23.45,151,151,1.2864,2.3949,1.1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,0.4142,0.6137,0.1995,0.1995,1.5338,NA,NA,NA,1.1196,0.1884,1.308,scallops used for RR and BD
3/2/2022,7.5,F,7.5_F,21.9,132,132,1.2491,1.9887,0.7396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,0.4114,0.568,0.1566,0.1566,1.1879,NA,NA,NA,0.7765,0.1197,0.8962,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,F,7.5_F,23.9,152,152,1.2588,2.363,1.1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,0.4148,0.6573,0.2425,0.2425,1.5384,NA,NA,NA,1.1236,0.2231,1.3467,scallops used for RR and BD
3/2/2022,7.5,G,7.5_G,22.25,138,138,1.2911,2.0616,0.7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,0.4162,0.5662,0.15,0.15,1.2375,NA,NA,NA,0.8213,0.0992,0.9205,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,G,7.5_G,24.3,153,153,1.2593,2.3551,1.0958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0.4176,0.6657,0.2481,0.2481,1.5319,NA,NA,NA,1.1143,0.2296,1.3439,scallops used for RR and BD
3/2/2022,7.5,H,7.5_H,20.2,137,137,1.2682,1.9708,0.7026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0.4169,0.5336,0.1167,0.1167,1.1597,NA,NA,NA,0.7428,0.0765,0.8193,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,H,7.5_H,23.5,154,154,1.2741,2.4981,1.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0.417,0.6412,0.2242,0.2242,1.6545,NA,NA,NA,1.2375,0.2107,1.4482,scallops used for RR and BD
3/2/2022,8,A,8_A,21.25,124,124,1.2461,2.0287,0.7826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,0.414,0.5389,0.1249,0.1249,1.2157,NA,NA,NA,0.8017,0.1058,0.9075,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,A,8_A,20.2,139,139,1.2544,1.9092,0.6548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,0.4139,0.5402,0.1263,0.1263,1.0784,NA,NA,NA,0.6645,0.1166,0.7811,scallops used for RR and BD
3/2/2022,8,B,8_B,23.5,125,125,1.2578,2.3547,1.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0.421,0.6423,0.2213,0.2213,1.5567,NA,NA,NA,1.1357,0.1825,1.3182,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,B,8_B,20.35,140,140,1.2639,1.8847,0.6208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0.4121,0.4924,0.0803,0.0803,1.0416,NA,NA,NA,0.6295,0.0716,0.7011,scallops used for RR and BD
3/2/2022,8,C,8_C,22.25,126,126,1.2626,2.0624,0.7998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,0.4175,0.578,0.1605,0.1605,1.2484,NA,NA,NA,0.8309,0.1294,0.9603,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,C,8_C,22.65,136,136,1.2558,1.9885,0.7327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,0.4136,0.5635,0.1499,0.1499,1.1782,NA,NA,NA,0.7646,0.118,0.8826,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,C,8_C,21.9,141,141,1.2669,2.1112,0.8443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,0.4159,0.5706,0.1547,0.1547,1.2646,NA,NA,NA,0.8487,0.1503,0.999,scallops used for RR and BD
3/2/2022,8,D,8_D,21.1,127,127,1.2568,1.9699,0.7131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,0.4124,0.5287,0.1163,0.1163,1.1461,NA,NA,NA,0.7337,0.0957,0.8294,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,D,8_D,23.9,142,142,1.2764,2.2557,0.9793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,0.4194,0.6154,0.196,0.196,1.4204,NA,NA,NA,1.001,0.1743,1.1753,scallops used for RR and BD
3/2/2022,8,E,8_E,23,134,134,1.263,2.0299,0.7669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,0.4146,0.5245,0.1099,0.1099,1.2086,NA,NA,NA,0.794,0.0828,0.8768,scallops used for RR and BD - first run of 8 E not used for BD
3/2/2022,8,E,8_E,21,143,143,1.2627,1.8965,0.6338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,0.4102,0.5277,0.1175,0.1175,1.0544,NA,NA,NA,0.6442,0.1071,0.7513,scallops used for RR and BD
3/2/2022,8,F,8_F,20.6,128,128,1.2646,2.0139,0.7493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,0.4095,0.542,0.1325,0.1325,1.1799,NA,NA,NA,0.7704,0.1114,0.8818,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,F,8_F,23.7,144,144,1.2511,2.3287,1.0776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0.4149,0.6075,0.1926,0.1926,1.5089,NA,NA,NA,1.094,0.1762,1.2702,scallops used for RR and BD
3/2/2022,8,G,8_G,22.1,131,131,1.2555,2.0239,0.7684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,0.4136,0.5306,0.117,0.117,1.208,NA,NA,NA,0.7944,0.091,0.8854,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,G,8_G,21.2,145,145,1.269,2.0401,0.7711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0.4206,0.5626,0.142,0.142,1.2047,NA,NA,NA,0.7841,0.129,0.9131,scallops used for RR and BD
3/2/2022,8,H,8_H,19.4,135,135,1.2864,1.9441,0.6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,0.4141,0.5291,0.115,0.115,1.0958,NA,NA,NA,0.6817,0.091,0.7727,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,H,8_H,22.05,146,146,1.2665,2.1484,0.8819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,0.415,0.5555,0.1405,0.1405,1.3062,NA,NA,NA,0.8912,0.1312,1.0224,scallops used for RR and BD
3/16/2022,7.5,D,7.5_D,21.1,435,435,1.099,1.7027,0.6037,1.6904,0.5914,0.3994,0.4487,0.0493,0.4051,0.0057,0.4191,0.4459,0.0268,0.4222,0.0031,NA,NA,0.3663,0.4121,0.0458,0.3981,0.0318,NA,NA,NA,NA,0.1219,NA,NA,0.0406,0.0813,0.632,0.0936,0.7256,
3/16/2022,7.5,D,7.5_D,19.5,436,436,1.1072,1.7113,0.6041,1.6998,0.5926,0.3936,0.4391,0.0455,0.3991,0.0055,0.4087,0.436,0.0273,0.4121,0.0034,NA,NA,0.3957,0.4121,0.0164,0.3975,0.0018,NA,NA,NA,NA,0.0892,NA,NA,0.0107,0.0785,0.6033,0.09,0.6933,
3/16/2022,7.5,D,7.5_D,23.85,437,437,1.1042,1.8053,0.7011,1.7919,0.6877,0.402,0.4624,0.0604,0.4105,0.0085,0.4117,0.4495,0.0378,0.4154,0.0037,NA,NA,0.3921,0.4273,0.0352,0.3959,0.0038,NA,NA,NA,NA,0.1334,NA,NA,0.016,0.1174,0.7037,0.1308,0.8345,
3/16/2022,7.5,E,7.5_E,24.9,261,261,1.169,2.3425,1.1735,2.3207,1.1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,2,0.4097,0.4263,0.0166,0.414,0.0043,261,0.406,0.5652,0.1592,0.1758,0.4525,0.0465,0.0508,0.125,1.2025,0.1468,1.3493,
3/16/2022,7.5,E,7.5_E,24.6,268,268,1.1871,2.2654,1.0783,2.2453,1.0582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,.2/3,0.4111,0.4439,0.0328,0.4194,0.0083,268,0.4149,0.5704,0.1555,0.1883,0.4588,0.0439,0.0522,0.1361,1.1104,0.1562,1.2666,
3/16/2022,7.5,E,7.5_E,24.3,277,277,1.1941,2.3401,1.146,2.3206,1.1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,.2/3,0.4134,0.4814,0.068,0.4442,0.0308,277,0.4089,0.5517,0.1428,0.2108,0.4728,0.0639,0.0947,0.1161,1.2212,0.1356,1.3568,
3/16/2022,7.5,E,7.5_E,24.3,279,279,1.1846,2.5143,1.3297,2.4954,1.3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,2,0.413,0.4577,0.0447,0.4282,0.0152,279,0.4171,0.5916,0.1745,0.2192,0.4802,0.0631,0.0783,0.1409,1.3891,0.1598,1.5489,
3/16/2022,7.5,E,7.5_E,25.7,420,420,1.1972,2.3773,1.1801,2.3551,1.1579,0.4122,0.4787,0.0665,0.4212,0.009,0.4008,0.4662,0.0654,0.4083,0.0075,NA,NA,0.4042,0.4485,0.0443,0.4096,0.0054,NA,NA,NA,NA,0.1762,NA,NA,0.0219,0.1543,1.1798,0.1765,1.3563,
3/16/2022,7.5,E,7.5_E,21.9,421,421,1.1823,2.101,0.9187,2.0838,0.9015,0.4127,0.4671,0.0544,0.4198,0.0071,0.3956,0.4425,0.0469,0.4003,0.0047,NA,NA,0.3959,0.4139,0.018,0.3978,0.0019,NA,NA,NA,NA,0.1193,NA,NA,0.0137,0.1056,0.9152,0.1228,1.038,
3/16/2022,7.5,E,7.5_E,21.2,422,422,1.1898,1.9271,0.7373,1.9114,0.7216,0.4121,0.4554,0.0433,0.418,0.0059,0.3976,0.4364,0.0388,0.4018,0.0042,NA,NA,0.398,0.4207,0.0227,0.4007,0.0027,NA,NA,NA,NA,0.1048,NA,NA,0.0128,0.092,0.7344,0.1077,0.8421,
3/16/2022,7.5,E,7.5_E,20.55,423,423,1.2017,1.7896,0.5879,1.7785,0.5768,0.4138,0.4548,0.041,0.4195,0.0057,0.3996,0.429,0.0294,0.4024,0.0028,NA,NA,0.3893,0.3955,0.0062,0.39,0.0007,NA,NA,NA,NA,0.0766,NA,NA,0.0092,0.0674,0.586,0.0785,0.6645,
3/16/2022,7.5,E,7.5_E,16.35,424,424,1.2004,1.5365,0.3361,1.5301,0.3297,0.4124,0.4361,0.0237,0.416,0.0036,0.3962,0.4084,0.0122,0.3974,0.0012,NA,NA,0.3964,0.3964,0,0.3963,-1.00E-04,NA,NA,NA,NA,0.0359,NA,NA,0.0047,0.0312,0.3344,0.0376,0.372,
3/16/2022,7.5,E,7.5_E,20.2,425,425,1.168,1.724,0.556,1.7131,0.5451,0.409,0.4361,0.0271,0.4127,0.0037,0.3978,0.432,0.0342,0.4017,0.0039,NA,NA,0.3967,0.3996,0.0029,0.3967,0,NA,NA,NA,NA,0.0642,NA,NA,0.0076,0.0566,0.5527,0.0675,0.6202,
3/16/2022,7.5,F,7.5_F,24.1,264,264,1.1616,2.4084,1.2468,2.3877,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,2,0.4126,0.4691,0.0565,0.4241,0.0115,264,0.4118,0.5704,0.1586,0.2151,0.4508,0.039,0.0505,0.1646,1.2766,0.1853,1.4619,
3/16/2022,7.5,F,7.5_F,22.1,271,271,1.1722,1.9814,0.8092,1.9667,0.7945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,2,0.4158,0.4316,0.0158,0.4219,0.0061,271,0.4197,0.5239,0.1042,0.12,0.4563,0.0366,0.0427,0.0773,0.8372,0.092,0.9292,
3/16/2022,7.5,F,7.5_F,NA,281,281,1.1797,2.237,1.0573,2.2186,1.0389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,3,0.412,0.4456,0.0336,0.4219,0.0099,281,0.4228,0.561,0.1382,0.1718,0.4675,0.0447,0.0546,0.1172,1.0935,0.1356,1.2291,
3/16/2022,7.5,F,7.5_F,19.7,282,282,1.1849,1.5819,0.397,1.5753,0.3904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,0,0.4106,NA,0,0.4107,1.00E-04,282,0.4085,0.4633,0.0548,0.0548,0.4258,0.0173,0.0174,0.0374,0.4078,0.044,0.4518,no gonad taken just shell and tissue for total AFDW
3/16/2022,7.5,F,7.5_F,18.4,443,443,1.1044,1.6278,0.5234,1.6172,0.5128,0.3976,0.4342,0.0366,0.4015,0.0039,0.4069,0.4347,0.0278,0.4098,0.0029,NA,NA,0.3925,0.4076,0.0151,0.3943,0.0018,NA,NA,NA,NA,0.0795,NA,NA,0.0086,0.0709,0.5214,0.0815,0.6029,
3/16/2022,7.5,F,7.5_F,17.35,444,444,1.1086,1.5411,0.4325,1.5328,0.4242,0.401,0.435,0.034,0.4049,0.0039,0.4132,0.439,0.0258,0.4166,0.0034,NA,NA,0.3922,0.3971,0.0049,0.3929,0.0007,NA,NA,NA,NA,0.0647,NA,NA,0.008,0.0567,0.4322,0.065,0.4972,
3/16/2022,7.5,F,7.5_F,15.85,445,445,1.1068,1.3666,0.2598,1.3605,0.2537,0.3991,0.4195,0.0204,0.4018,0.0027,0.42,0.4303,0.0103,0.4212,0.0012,NA,NA,0.4003,0.401,0.0007,0.4003,0,NA,NA,NA,NA,0.0314,NA,NA,0.0039,0.0275,0.2576,0.0336,0.2912,
3/16/2022,7.5,F,7.5_F,15.675,446,446,1.1117,1.3858,0.2741,1.3806,0.2689,0.4007,0.4215,0.0208,0.4032,0.0025,0.4095,0.4193,0.0098,0.4106,0.0011,NA,NA,0.3935,0.3941,0.0006,0.3935,0,NA,NA,NA,NA,0.0312,NA,NA,0.0036,0.0276,0.2725,0.0328,0.3053,
3/16/2022,7.5,F,7.5_F,29.7,447,447,1.0986,1.7068,0.6082,1.6944,0.5958,0.3997,0.4501,0.0504,0.4061,0.0064,0.4115,0.4403,0.0288,0.4156,0.0041,NA,NA,0.3948,0.4067,0.0119,0.3965,0.0017,NA,NA,NA,NA,0.0911,NA,NA,0.0122,0.0789,0.608,0.0913,0.6993,
3/16/2022,7.5,F,7.5_F,11,448,448,1.1097,1.2209,0.1112,1.2183,0.1086,0.3978,0.406,0.0082,0.3986,0.0008,0.414,0.416,0.002,0.4142,0.0002,NA,NA,0.4023,0.4024,1.00E-04,0.4024,1.00E-04,NA,NA,NA,NA,0.0103,NA,NA,0.0011,0.0092,0.1097,0.0118,0.1215,
3/16/2022,7.5,G,7.5_G,24.6,266,266,1.1846,2.2409,1.0563,2.2229,1.0383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,2,0.4091,0.4511,0.042,0.4223,0.0132,266,0.4127,0.5779,0.1652,0.2072,0.4637,0.051,0.0642,0.143,1.1025,0.161,1.2635,
3/16/2022,7.5,G,7.5_G,16.1,276,276,1.1742,1.4997,0.3255,1.4935,0.3193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,0/1,0.4192,0.4204,0.0012,0.4193,1.00E-04,276,0.4123,0.4582,0.0459,0.0471,0.4255,0.0132,0.0133,0.0338,0.3326,0.04,0.3726,
3/16/2022,7.5,G,7.5_G,21.5,283,283,1.1897,1.9783,0.7886,1.9633,0.7736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,.2/3,0.417,0.4727,0.0557,0.4427,0.0257,283,0.413,0.5269,0.1139,0.1696,0.4629,0.0499,0.0756,0.094,0.8492,0.109,0.9582,
3/16/2022,7.5,G,7.5_G,19.3,285,285,1.1767,1.6321,0.4554,1.6231,0.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,1,0.4122,0.4159,0.0037,0.4132,0.001,285,0.414,0.4714,0.0574,0.0611,0.4312,0.0172,0.0182,0.0429,0.4646,0.0519,0.5165,
3/16/2022,7.5,H,7.5_H,24.2,269,269,1.1848,2.1976,1.0128,2.1837,0.9989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,2,0.4133,0.4591,0.0458,0.4254,0.0121,269,0.4135,0.5316,0.1181,0.1639,0.4464,0.0329,0.045,0.1189,1.0439,0.1328,1.1767,
