Date,Type,Treatment,Replicate,Temperature_bucket_C,Salinity,DO_mg_l,Temperature_spec_C,TA_mmol_kgSW,TCO2_mmol_kgSW,pH ,pH_out,fCO2_out_matm,pCO2_out_matm,HCO3_out_mmol_kgSW,CO3_out_mmol_kgSW,CO2_out_mmol_kgSW,B_alk_out_mmol_kgSW,OH_out_mmol_kgSW,P_Alk_out_mmol_kgSW,Si_Alk_out_mmol_kgSW,Revelle_out,Wca_out,War_out_DIC_pH,xCO2_out _dry_at _1_atm_ ppm_ DIC_pH
8/9/2021,Larvae,7.5,8,22.8,27.1,,20.07,1901.319059,1791.924,7.7800,7.741,763.7,766.2,1690.2,77.8,23.9,35.7,2.4,0.0,0.0,15.137,1.98,1.27,787.4
8/9/2021,Larvae,7.5,9,22.7,27,,20.06,1912.342158,1799.783,7.7900,7.752,747.2,749.7,1696.7,79.6,23.5,36.3,2.4,0.0,0.0,15.052,2.03,1.30,770.3
8/9/2021,Larvae,7.5,10,22.6,27.2,,20.02,1922.586304,1814.123,7.8000,7.763,732.7,735.1,1708.7,82.3,23.1,37.4,2.5,0.0,0.0,14.894,2.09,1.34,755.2
8/9/2021,Larvae,7,11,22.7,27.1,,20.06,1950.441443,1912.856,7.4800,7.447,1617.7,1623.1,1819.7,42.4,50.8,19.1,1.2,0.0,0.0,17.858,1.08,0.69,1667.8
8/9/2021,Larvae,7,12,22.8,27.1,,20.13,1926.273754,1907.462,7.4600,7.427,1689.8,1695.4,1814.0,40.5,52.9,18.3,1.2,0.0,0.0,17.818,1.03,0.66,1742.4
8/9/2021,Larvae,7,13,22.7,27.1,,20.06,1923.502128,1904.709,7.4500,7.417,1723.2,1728.9,1811.2,39.4,54.1,17.9,1.1,0.0,0.0,17.802,1.00,0.64,1776.5
8/9/2021,Larvae,7,14,22.7,27.1,,20.11,1964.916494,1908.851,7.4300,7.398,1803.7,1809.6,1814.4,37.8,56.7,17.2,1.1,0.0,0.0,17.746,0.96,0.62,1859.4
8/9/2021,Larvae,7,15,22.9,27.1,,19.98,1929.476118,1904.109,7.4700,7.434,1662.1,1667.5,1811.0,41.2,51.9,18.6,1.2,0.0,0.0,17.812,1.05,0.67,1714.0
8/10/2021,Larvae,8,1,22.4,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,2,22.4,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,3,22.3,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,4,22.4,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,5,22.4,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,6,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,7,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,8,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,9,22.6,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,10,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,11,23.2,27.1,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,12,22.9,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,13,23,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,14,22.8,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,15,22.8,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,1,22.4,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,2,22.4,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,3,22.3,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,4,22.4,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,8,5,22.4,27.3,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,6,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,7,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,8,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,9,22.6,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7.5,10,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,11,23.2,27.1,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,12,22.9,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,13,23,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,14,22.8,27.2,,,,,,,,,,,,,,,,,,,
8/10/2021,Larvae,7,15,22.8,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,8,1,22.9,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,8,2,22.9,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,8,3,23,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,8,4,23.1,27.2,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,8,5,23,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7.5,6,23,27.2,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7.5,7,23.1,27.2,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7.5,8,22.8,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7.5,9,23.3,27.1,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7.5,10,23.1,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7,11,23.1,27.3,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7,12,23.2,27.2,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7,13,23,27.2,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7,14,23.1,27.2,,,,,,,,,,,,,,,,,,,
8/11/2021,Larvae,7,15,22.9,27.3,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,8,1,23,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,8,2,22.9,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,8,3,23,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,8,4,22.9,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,8,5,22.9,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7.5,6,23,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7.5,7,23.1,27,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7.5,8,23.2,26.9,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7.5,9,23,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7.5,10,23.3,26.9,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7,11,23,27,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7,12,22.9,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7,13,22.9,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7,14,23,27.1,,,,,,,,,,,,,,,,,,,
8/12/2021,Larvae,7,15,23,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,8,1,23.1,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,8,2,23,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,8,3,23.1,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,8,4,23.1,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,8,5,23.1,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7.5,6,23.1,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7.5,7,23.1,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7.5,8,23,27,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7.5,9,23.2,27,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7.5,10,23.2,27,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7,11,23.1,27,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7,12,23.1,27.1,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7,13,23,27,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7,14,23,27,,,,,,,,,,,,,,,,,,,
8/13/2021,Larvae,7,15,23,27.1,,,,,,,,,,,,,,,,,,,
